Date_GMT,Time_GMT,Date_Local,Time_Local,ToolTS,Job,SliderSN,Blade Slot,DQST_Reader1_Prime,Tool_TS,Test_Cyl,Test_Head,V_STO,I_STO,R_STO,R_MEMS,SIP_mW,SIP_nm,RTFC_DAC,WTFC_DAC,Base747,ReaderSelection,SqzDirection,SER,KFCI,MCW
4/24/2021,11:00:31 AM,4/24/2021,7:00:31 PM,04/24/2021-19:00:37,52230704,4BC590E125,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.09,2326,66.845532
3.70E+09,3:05:12 AM,4/24/2021,11:05:12 AM,04/24/2021-11:05:18,52230704,4BC591A708,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.96,2426,67.11103125
4/24/2021,10:14:54 AM,4/24/2021,6:14:54 PM,04/24/2021-18:15:00,52230704,4BC591A710,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.83,2526,71.87766858
3.70E+09,2:46:50 AM,4/24/2021,10:46:50 AM,04/24/2021-10:46:56,52230704,4BC591A720,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.33,1826,54.41205855
4/24/2021,10:05:52 AM,4/24/2021,6:05:52 PM,04/24/2021-18:05:58,52230704,4BC591A722,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.99,1926,57.36829706
3.70E+09,2:16:39 AM,4/24/2021,10:16:39 AM,04/24/2021-10:16:45,52230704,4BC592F718,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.38,2026,58.08123262
4/24/2021,9:53:33 AM,4/24/2021,5:53:33 PM,04/24/2021-17:53:39,52230704,4BC592F718,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.83,2126,58.96313683
3.70E+09,2:28:29 AM,4/24/2021,10:28:29 AM,04/24/2021-10:28:35,52230704,4BC592F734,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.74,2226,61.94303631
4/24/2021,11:26:12 AM,4/24/2021,7:26:12 PM,04/24/2021-19:26:18,52230704,4BC593AB09,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.67,2326,64.66845453
4/24/2021,11:19:35 AM,4/24/2021,7:19:35 PM,04/24/2021-19:19:41,52230704,4BC593AB2A,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.67,2426,66.15723566
3.70E+09,3:23:42 AM,4/24/2021,11:23:42 AM,04/24/2021-11:23:48,52230704,4BC593AB2C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.61,2526,70.38171224
4/24/2021,11:19:05 AM,4/24/2021,7:19:05 PM,04/24/2021-19:19:11,52230704,4BC593AB2C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.23,1826,55.70935511
4/24/2021,11:40:15 AM,4/24/2021,7:40:15 PM,04/24/2021-19:40:21,52230704,4BC593AB27,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.88,1926,57.9165039
4/24/2021,11:10:16 AM,4/24/2021,7:10:16 PM,04/24/2021-19:10:22,52230704,4BC593B71C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.64,2026,60.05674398
3.70E+09,2:19:24 AM,4/24/2021,10:19:24 AM,04/24/2021-10:19:30,52230704,4BC593B106,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.41,2126,60.52942677
4/24/2021,10:33:22 AM,4/24/2021,6:33:22 PM,04/24/2021-18:33:28,52230704,4BC593B707,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.18,2226,64.4125422
3.70E+09,2:49:03 AM,4/24/2021,10:49:03 AM,04/24/2021-10:49:09,52230704,4BC593B715,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.03,2326,66.569441
3.70E+09,2:30:40 AM,4/24/2021,10:30:40 AM,04/24/2021-10:30:46,52230704,4BC593E730,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.88,2426,68.73684288
3.70E+09,2:28:28 AM,4/24/2021,10:28:28 AM,04/24/2021-10:28:34,52230704,4BC5931B03,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.78,2526,69.67420609
4/24/2021,11:03:27 AM,4/24/2021,7:03:27 PM,04/24/2021-19:03:33,52230704,4BC590813A,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.07,1826,55.83002505
3.70E+09,1:31:53 AM,4/24/2021,9:31:53 AM,04/24/2021-09:31:59,52230704,4BC592311D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.81,1926,55.85779688
4/24/2021,10:12:20 AM,4/24/2021,6:12:20 PM,04/24/2021-18:12:26,52230704,4BC593872B,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.56,2026,57.36027533
4/24/2021,9:26:06 AM,4/24/2021,5:26:06 PM,04/24/2021-17:26:12,52230704,4BC5902138,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.35,2126,59.4308812
3.70E+09,2:58:18 AM,4/24/2021,10:58:18 AM,04/24/2021-10:58:24,52230704,4BC5908106,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.13,2226,61.63805648
3.70E+09,3:44:54 AM,4/24/2021,11:44:54 AM,04/24/2021-11:45:00,52230704,4BC5908107,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.01,2326,66.09857828
3.70E+09,3:07:29 AM,4/24/2021,11:07:29 AM,04/24/2021-11:07:35,52230704,4BC5908127,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.87,2426,66.90610662
4/24/2021,11:07:47 AM,4/24/2021,7:07:47 PM,04/24/2021-19:07:53,52230704,4BC5908127,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.76,2526,71.22074705
4/24/2021,10:49:25 AM,4/24/2021,6:49:25 PM,04/24/2021-18:49:31,52230704,4BC5908136,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.47,1826,54.83477607
3.70E+09,3:11:53 AM,4/24/2021,11:11:53 AM,04/24/2021-11:11:59,52230704,4BC5908708,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.2,1926,56.93532057
3.70E+09,3:54:57 AM,4/24/2021,11:54:57 AM,04/24/2021-11:55:03,52230704,4BC5908710,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.94,2026,59.53669654
3.70E+09,1:45:23 AM,4/24/2021,9:45:23 AM,04/24/2021-09:45:29,52230704,4BC5908712,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.69,2126,62.94774906
4/24/2021,10:31:03 AM,4/24/2021,6:31:03 PM,04/24/2021-18:31:09,52230704,4BC5908721,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.42,2226,65.09562473
4/24/2021,10:42:18 AM,4/24/2021,6:42:18 PM,04/24/2021-18:42:24,52230704,4BC5908722,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.25,2326,66.28110437
4/24/2021,10:26:21 AM,4/24/2021,6:26:21 PM,04/24/2021-18:26:27,52230704,4BC5911708,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.09,2426,69.08837487
4/24/2021,9:36:58 AM,4/24/2021,5:36:58 PM,04/24/2021-17:37:04,52230704,4BC5914118,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.94,2526,70.95525635
3.70E+09,3:16:39 AM,4/24/2021,11:16:39 AM,04/24/2021-11:16:45,52230704,4BC5914708,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.22,1826,53.95495708
3.70E+09,2:10:19 AM,4/24/2021,10:10:19 AM,04/24/2021-10:10:25,52230704,4BC5914729,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.95,1926,57.55347954
3.70E+09,1:42:49 AM,4/24/2021,9:42:49 AM,04/24/2021-09:42:55,52230704,4BC5923124,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.71,2026,59.15116834
3.70E+09,1:54:31 AM,4/24/2021,9:54:31 AM,04/24/2021-09:54:37,52230704,4BC5923130,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.5,2126,61.10828192
3.70E+09,2:53:26 AM,4/24/2021,10:53:26 AM,04/24/2021-10:53:32,52230704,4BC5923730,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.29,2226,63.90140982
4/24/2021,9:23:29 AM,4/24/2021,5:23:29 PM,04/24/2021-17:23:35,52230704,4BC5926110,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.12,2326,65.79906976
3.70E+09,3:34:03 AM,4/24/2021,11:34:03 AM,04/24/2021-11:34:09,52230704,4BC5926133,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.97,2426,67.67428207
3.70E+09,1:22:20 AM,4/24/2021,9:22:20 AM,04/24/2021-09:22:26,52230704,4BC5929134,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.86,2526,70.85608306
3.70E+09,2:56:05 AM,4/24/2021,10:56:05 AM,04/24/2021-10:56:11,52230704,4BC5935722,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.93,1826,52.55952937
4/24/2021,10:24:07 AM,4/24/2021,6:24:07 PM,04/24/2021-18:24:13,52230704,4BC5935725,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.69,1926,56.12007502
3.70E+09,1:57:16 AM,4/24/2021,9:57:16 AM,04/24/2021-09:57:22,52230704,4BC5935731,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.43,2026,57.80379462
4/24/2021,10:51:49 AM,4/24/2021,6:51:49 PM,04/24/2021-18:51:55,52230704,4BC5938115,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.25,2126,60.94817209
3.70E+09,1:48:11 AM,4/24/2021,9:48:11 AM,04/24/2021-09:48:17,52230704,4BC5938733,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.05,2226,63.0596139
3.70E+09,2:35:03 AM,4/24/2021,10:35:03 AM,04/24/2021-10:35:09,52230704,4BC5938736,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.91,2326,63.7040954
3.70E+09,2:08:34 AM,4/24/2021,10:08:34 AM,04/24/2021-10:08:40,52230704,4BC5941133,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.8,2426,67.57951334
4/24/2021,11:21:49 AM,4/24/2021,7:21:49 PM,04/24/2021-19:21:55,52230704,4BC5941733,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.7,2526,71.23006612
4/24/2021,10:14:58 AM,4/24/2021,6:14:58 PM,04/24/2021-18:15:04,52230704,54CD20B52D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.39,1826,55.29160093
3.70E+09,1:10:15 AM,4/24/2021,9:10:15 AM,04/24/2021-09:10:21,52230704,54CD20B52F,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.13,1926,58.59828432
4/24/2021,10:03:05 AM,4/24/2021,6:03:05 PM,04/24/2021-18:03:11,52230704,54CD20B530,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.88,2026,59.62261282
4/24/2021,10:17:10 AM,4/24/2021,6:17:10 PM,04/24/2021-18:17:16,52230704,54CD20B536,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.59,2126,63.0662758
4/24/2021,10:05:32 AM,4/24/2021,6:05:32 PM,04/24/2021-18:05:38,52230704,54CD20B537,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.36,2226,63.68781284
4/24/2021,9:56:45 AM,4/24/2021,5:56:45 PM,04/24/2021-17:56:51,52230704,54CD20B538,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.18,2326,65.38945935
4/24/2021,11:46:24 AM,4/24/2021,7:46:24 PM,04/24/2021-19:46:30,52230704,54CD21D32F,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.02,2426,69.57999075
3.70E+09,1:57:07 AM,4/24/2021,9:57:07 AM,04/24/2021-09:57:13,52230704,54CD21D50D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.89,2526,72.1039285
4/24/2021,11:38:01 AM,4/24/2021,7:38:01 PM,04/24/2021-19:38:07,52230704,54CD21D50D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.47,1826,56.58823506
4/24/2021,12:33:00 PM,4/24/2021,8:33:00 PM,04/24/2021-20:33:06,52230704,54CD21D52F,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.2,1926,58.12457843
4/24/2021,11:47:15 AM,4/24/2021,7:47:15 PM,04/24/2021-19:47:21,52230704,54CD21D330,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.91,2026,61.33620319
3.70E+09,3:02:34 AM,4/24/2021,11:02:34 AM,04/24/2021-11:02:40,52230704,54CD21D335,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.65,2126,62.59222731
3.70E+09,2:47:00 AM,4/24/2021,10:47:00 AM,04/24/2021-10:47:06,52230704,54CD21D337,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.39,2226,63.19149014
3.70E+09,3:45:57 AM,4/24/2021,11:45:57 AM,04/24/2021-11:46:03,52230704,54CD21D505,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.22,2326,65.9967901
4/24/2021,12:23:49 PM,4/24/2021,8:23:49 PM,04/24/2021-20:23:55,52230704,54CD21D509,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.05,2426,69.80069729
3.70E+09,2:56:00 AM,4/24/2021,10:56:00 AM,04/24/2021-10:56:06,52230704,54CD21D510,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.92,2526,72.53269125
4/24/2021,12:44:39 PM,4/24/2021,8:44:39 PM,04/24/2021-20:44:45,52230704,54CD21D518,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.51,1826,56.74206481
4/24/2021,12:39:14 PM,4/24/2021,8:39:14 PM,04/24/2021-20:39:20,52230704,54CD21D529,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.22,1926,59.04366696
4/24/2021,12:23:54 PM,4/24/2021,8:23:54 PM,04/24/2021-20:24:00,52230704,54CD21D532,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.92,2026,59.02649046
3.70E+09,2:37:40 AM,4/24/2021,10:37:40 AM,04/24/2021-10:37:46,52230704,54CD22F70D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.66,2126,63.19022399
4/24/2021,12:35:11 PM,4/24/2021,8:35:11 PM,04/24/2021-20:35:17,52230704,54CD22F71E,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.41,2226,63.76939055
3.70E+09,2:19:17 AM,4/24/2021,10:19:17 AM,04/24/2021-10:19:23,52230704,54CD22F73A,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.22,2326,65.29888192
4/24/2021,11:56:26 AM,4/24/2021,7:56:26 PM,04/24/2021-19:56:32,52230704,54CD22F702,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.07,2426,67.31286604
4/24/2021,11:58:38 AM,4/24/2021,7:58:38 PM,04/24/2021-19:58:44,52230704,54CD22F704,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.94,2526,72.16614108
4/24/2021,12:14:49 PM,4/24/2021,8:14:49 PM,04/24/2021-20:14:55,52230704,54CD22F705,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.34,1826,55.18701116
4/24/2021,12:21:09 PM,4/24/2021,8:21:09 PM,04/24/2021-20:21:15,52230704,54CD22F718,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.03,1926,56.20094598
4/24/2021,12:11:40 PM,4/24/2021,8:11:40 PM,04/24/2021-20:11:46,52230704,54CD22F732,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.77,2026,57.83841631
4/24/2021,12:25:46 PM,4/24/2021,8:25:46 PM,04/24/2021-20:25:52,52230704,54CD22F735,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.54,2126,61.65886718
3.70E+09,1:22:24 AM,4/24/2021,9:22:24 AM,04/24/2021-09:22:30,52230704,54CD23B71A,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.31,2226,64.83339226
3.70E+09,1:44:58 AM,4/24/2021,9:44:58 AM,04/24/2021-09:45:04,52230704,54CD23B71C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.12,2326,65.19443686
4/24/2021,10:33:12 AM,4/24/2021,6:33:12 PM,04/24/2021-18:33:18,52230704,54CD23B71D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.97,2426,67.1373776
4/24/2021,10:40:14 AM,4/24/2021,6:40:14 PM,04/24/2021-18:40:20,52230704,54CD23B72C,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.86,2526,71.64911403
4/24/2021,11:09:57 AM,4/24/2021,7:09:57 PM,04/24/2021-19:10:03,52230704,54CD23B72D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.14,1826,54.66676715
4/24/2021,9:35:15 AM,4/24/2021,5:35:15 PM,04/24/2021-17:35:21,52230704,54CD23B703,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.84,1926,57.71390565
4/24/2021,10:24:09 AM,4/24/2021,6:24:09 PM,04/24/2021-18:24:15,52230704,54CD23B712,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.6,2026,57.76721848
3.70E+09,1:08:45 AM,4/24/2021,9:08:45 AM,04/24/2021-09:08:51,52230704,54CD23B714,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.39,2126,59.45605995
4/24/2021,10:35:54 AM,4/24/2021,6:35:54 PM,04/24/2021-18:36:00,52230704,54CD23B715,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.17,2226,62.92474977
4/24/2021,10:21:33 AM,4/24/2021,6:21:33 PM,04/24/2021-18:21:39,52230704,54CD23B718,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.02,2326,66.83387581
3.70E+09,1:20:00 AM,4/24/2021,9:20:00 AM,04/24/2021-09:20:06,52230704,54CD23B722,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.88,2426,68.82168288
4/24/2021,10:42:35 AM,4/24/2021,6:42:35 PM,04/24/2021-18:42:41,52230704,54CD23B725,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.76,2526,71.61973948
4/24/2021,10:54:16 AM,4/24/2021,6:54:16 PM,04/24/2021-18:54:22,52230704,54CD23B726,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-2.24,1826,56.54077767
3.70E+09,1:59:04 AM,4/24/2021,9:59:04 AM,04/24/2021-09:59:10,52230704,54CD23B728,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.9,1926,55.88930463
4/24/2021,10:58:35 AM,4/24/2021,6:58:35 PM,04/24/2021-18:58:41,52230704,54CD23B731,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.64,2026,58.8259617
3.70E+09,2:39:52 AM,4/24/2021,10:39:52 AM,04/24/2021-10:39:58,52230704,54CD21771B,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.41,2126,62.2200507
3.70E+09,3:14:12 AM,4/24/2021,11:14:12 AM,04/24/2021-11:14:18,52230704,54CD23872F,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.18,2226,61.92449671
4/24/2021,10:51:22 AM,4/24/2021,6:51:22 PM,04/24/2021-18:51:28,52230704,54CD24170D,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-1.04,2326,66.61460916
3.70E+09,3:05:08 AM,4/24/2021,11:05:08 AM,04/24/2021-11:05:14,52230704,54CD24170E,1,,05 16 2021-00:37:44,300132,0,-49,-10,4.9689,21.52902844,1.569377195,0.08645886,804,769,G747SCS,R0R1,IDOD,-0.91,2426,67.25453221
